País,Variable,Código CINE,Nivel CINE,Grado,Población,Year,value,Definicion_variable
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2018,9535.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2018,15366.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2018,3683.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2018,10613.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2018,5246.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2018,5367.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2018,8561.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2018,2052.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2018,7566.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2018,3667.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2018,3899.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2018,6242.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2018,1324.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Total,2018,48.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Hombres,2018,25.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2018,23.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Urbano,2018,30.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Rural,2018,18.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2018,144.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2018,88.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2018,56.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2018,112.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2018,32.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2018,118.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2018,72.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2018,46.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2018,93.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2018,25.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2018,66.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2018,39.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2018,27.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2018,53.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2018,13.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Total,2018,950.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Hombres,2018,539.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2018,411.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Urbano,2018,729.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Rural,2018,221.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2018,716.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2018,392.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2018,324.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2018,568.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2018,148.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Total,2018,476.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Hombres,2018,256.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2018,220.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Urbano,2018,363.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Rural,2018,113.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2018,515.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2018,272.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2018,243.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2018,425.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2018,90.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2018,323.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2018,173.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2018,150.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2018,269.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2018,54.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Total,2018,3432.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Hombres,2018,1706.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Mujeres,2018,1726.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Total,2018,3045.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Hombres,2018,1516.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Mujeres,2018,1529.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,2018,1874.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,2018,897.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,2018,977.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,2018,317769.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,2018,161522.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,2018,156247.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,2018,289540.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,2018,144224.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,2018,145316.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,2018,275047.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,2018,134257.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,2018,140790.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Peru,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2018,10629.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2018,4693.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2018,5936.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2018,10570.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2018,59.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2018,17105.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,2018,8258.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2018,8847.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2018,17001.0,Número de matriculados en situación de movilidad al inicio del año escolar.
